ID,Title,Play,Year,Directors,Medium,Country,Faithful?,IMDb Rating, BoxOffice , Budget ,URL,New Time Period?,Reviewers
134,Hamlet,Hamlet,1921,"Svend Gade
Heinz Schall",Silent,Germany,Yes,7,,,https://www.imdb.com/title/tt0012249/?ref_=nv_sr_srsg_0_tt_2_nm_0_q_hamlet%25201921,No,510
135,"Blood for Blood
(Urdu: Khoon Ka Khoon)",Hamlet,1935,Sohrab Modi,Film,India,Yes,4.7,,,https://www.imdb.com/title/tt0026566/?ref_=nv_sr_srsg_4_tt_8_nm_0_q_khoon%2520ka%2520khoon,No,10
136,Hamlet,Hamlet,1948,Laurence Olivier,Film,UK,Yes,7.6,3250000," $ 663,060.37 ",https://www.imdb.com/title/tt0040416/?ref_=nv_sr_srsg_0_tt_5_nm_0_q_hamlet%25201948,No,18000
137,"I, Hamlet
(Italian: Io, Amleto)",Hamlet,1952,Giorgio Simonelli,Film,Italy,No,6.4,,,https://www.imdb.com/title/tt0044752/?ref_=nv_sr_srsg_9_tt_8_nm_0_q_lo%252C%2520Amleto,No,13
138,"Hamlet
(Urdu: हेमलेट)",Hamlet,1954,Kishore Sahu,Film,India,Yes,6.3,,,https://www.imdb.com/title/tt0047060/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_hamlet%25201954,No,28
139,Hamlet,Hamlet,1959,Royston Morley,TV,Australia,Yes,,," $ 3,141.25 ",,No,0
140,"The Bad Sleep Well
(Japanese: 悪い奴ほどよく眠る, romanized: Warui yatsu hodo yoku nemuru)",Hamlet,1960,Akira Kurosawa,Film,Japan,No,8,359485.66," $ 567,594.56 ",https://www.imdb.com/title/tt0054460/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520bad%2520sleep%2520well,Yes,14000
141,"Hamlet
(German: Hamlet, Prinz von Dänemark)",Hamlet,1961,Franz Peter Wirth,TV,West Germany,Yes,2.7,,,https://www.imdb.com/title/tt0053888/,No,662
142,Ophelia,Hamlet,1963,Claude Chabrol,Film,France,No,6.5,,,https://www.imdb.com/title/tt0056312/?ref_=nv_sr_srsg_0_tt_5_nm_0_q_ophelia%25201963,Yes,274
143,"Hamlet
(Russian: Гамлет, tr. Gamlet)",Hamlet,1964,"Grigori Kozintsev
Iosif Shapiro",Film,USSR,Yes,8.2,,,https://www.imdb.com/title/tt0058126/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_hamlet%25201964,No,2900
144,Hamlet,Hamlet,1964,"Bill Colleran (film)
John Gielgud (stage)",Film,US,Yes,7.7,,,https://www.imdb.com/title/tt0058175/?ref_=nv_sr_srsg_1_tt_8_nm_0_q_hamlet%25201964,No,510
145,Hamlet at Elsinore,Hamlet,1964,Philip Saville,TV,Denmark,Yes,7.9,,,https://www.imdb.com/title/tt0058176/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_hamlet%2520at%2520el,No,231
146,"Johnny Hamlet
(Italian: Quella sporca storia nel West, lit. 'That Dirty Story in the West)'",Hamlet,1968,Enzo G. Castellari,Film,Italy,No,6.5,,,https://www.imdb.com/title/tt0063479/?ref_=nv_sr_srsg_0_tt_1_nm_7_q_Johnny%2520hamlet,Yes,640
147,Hamlet,Hamlet,1969,Tony Richardson,Film,UK,Yes,7,," $ 35,000.00 ",https://www.imdb.com/title/tt0064400/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_hamlet%25201969,No,849
148,"One Hamlet Less
(Italian: Un Amleto di meno)",Hamlet,1973,Carmelo Bene,Film,Italy,No,7.1,,,https://www.imdb.com/title/tt0069705/?ref_=nv_sr_srsg_0_tt_1_nm_0_q_one%2520hamlet%2520less,Yes,191
149,Hamlet,Hamlet,1974,Julian Pringle,TV,Australia,Yes,,,,,No,0
150,"The Angel of Vengeance – The Female Hamlet
(Turkish: İntikam Meleği – Kadın Hamlet)",Hamlet,1977,Metin Erksan,Film,Turkey,,6.4,,,https://www.imdb.com/title/tt0076201/,,340
151,"Hamlet, Prince of Denmark
(BBC Television Shakespeare)",Hamlet,1980,Rodney Bennett,TV,UK,Yes,,,,https://www.imdb.com/title/tt14801620/?ref_=ttep_ep6,No,0
152,Strange Brew,Hamlet,1983,"Dave Thomas
Rick Moranis",Film,Canada,No,6.6,8500000," $ 4,000,000.00 ",https://www.imdb.com/title/tt0086373/?ref_=nv_sr_srsg_0_tt_6_nm_2_q_strange%2520brew,Yes,18000
153,"Hamlet Goes Business
(Finnish: Hamlet liikemaailmassa)",Hamlet,1987,Aki Kaurismäki,Film,Finland,No,6.9,,,https://www.imdb.com/title/tt0093139/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_hamlet%2520goes,Yes,2200
154,Hamlet,Hamlet,1990,Franco Zeffirelli,Film,US,Yes,6.7,23300000," $ 15,835,995.00 ",https://www.imdb.com/title/tt0099726/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_hamlet%25201990,No,23000
155,Rosencrantz & Guildenstern Are Dead,Hamlet,1990,Tom Stoppard,Film,UK,No,7.3,822000.41," $ 3,054,121.20 ",https://www.imdb.com/title/tt0100519/?ref_=nv_sr_srsg_0_tt_6_nm_2_q_rosencrantz,Yes,24000
156,"Hamlet
(Shakespeare: The Animated Tales)",Hamlet,1992,Natalia Orlova,TV,Russia,Yes,7.8,,,https://www.imdb.com/title/tt0104387/?ref_=ttep_ep5,No,136
157,Renaissance Man,Hamlet,1994,Penny Marshall,Film,US,No,6.2,24332324," $ 40,000,000.00 ",https://www.imdb.com/title/tt0110971/?ref_=nv_sr_srsg_5_tt_8_nm_0_q_renaissance,Yes,19000
158,The Lion King,Hamlet,1994,"Roger Allers
Rob Minkoff",Film,US,No,8.5,968400000," $ 45,000,000.00 ",https://www.imdb.com/title/tt0110357/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520lion%2520king,Yes,1100000
159,In the Bleak Midwinter,Hamlet,1995,Kenneth Branagh,Film,UK,No,7.2,800000,,https://www.imdb.com/title/tt0113403/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_in%2520the%2520bleak%2520midwinter%25201995,Yes,2700
160,Hamlet,Hamlet,1996,Kenneth Branagh,Film,UK,Yes,7.7,4700000," $ 18,000,000.00 ",https://www.imdb.com/title/tt0116477/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_hamlet%25201996,No,40000
161,Let the Devil Wear Black,Hamlet,1999,Stacy Title,Film,US,No,5,,,https://www.imdb.com/title/tt0151331/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_let%2520the%2520devil%2520wear%2520black,Yes,731
162,Hamlet,Hamlet,2000,Michael Almereyda,Film,US,Yes,5.9,2000000,,,Yes,9900
163,The Tragedy of Hamlet,Hamlet,2002,Peter Brook,Film,UK,Yes,7.6,,,,No,114
164,"The Banquet
(Chinese: 夜宴; pinyin: Yè Yàn)",Hamlet,2006,Feng Xiaogang,Film,China,No,6.4,," $ 17,697,881.80 ",https://www.imdb.com/title/tt0465676/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520banquet%25202006,No,7100
165,Hamlet,Hamlet,2009,Gregory Doran,TV,UK,Yes,8.1,,,https://www.imdb.com/title/tt1449175/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_hamlet%25202009,Yes,3700
166,"Tardid
(Persian: تردید, lit. 'Doubt)'",Hamlet,2009,Varuzh Karim-Masihi (Persian: واروژ کریم مسیحی),Film,Iran,No,5.9,,,https://www.imdb.com/title/tt1371723/?ref_=nv_sr_srsg_0_tt_6_nm_2_q_tardid,Yes,704
167,Hamlet,Hamlet,2011,Bruce Ramsay,Film,Canada,No,4.8,,,https://www.imdb.com/title/tt1964758/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_hamlet%25202011,Yes,40
168,Karmayogi,Hamlet,2012,V. K. Prakash,Film,India,No,3.8,,,https://www.imdb.com/title/tt2236636/?ref_=nv_sr_srsg_1_tt_8_nm_0_q_karmayogi,No,39
169,Haider,Hamlet,2014,Vishal Bhardwaj,Film,India,No,8,10193344.5," $ 4,197,259.50 ",https://www.imdb.com/title/tt3390572/?ref_=nv_sr_srsg_0_tt_1_nm_7_q_haider,Yes,57000
170,The Lion King,Hamlet,2019,Jon Favreau,Film,US,No,6.8,1663000000," $ 260,000,000.00 ",https://www.imdb.com/title/tt6105098/?ref_=nv_sr_srsg_3_tt_8_nm_0_q_the%2520lion%2520king,Yes,262000
171,Julius Caesar,Julius Caesar,1950,David Bradley,Film,US,Yes,6.3,,,https://www.imdb.com/title/tt0042622/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_Julius%2520caesar%25201950,No,468
172,Julius Caesar,Julius Caesar,1953,Joseph L. Mankiewicz,Film,US,Yes,7.2,3920000," $ 2,070,000.00 ",https://www.imdb.com/title/tt0045943/?ref_=nv_sr_srsg_1_tt_8_nm_0_q_julius%2520caesar%25201969,No,13000
173,Julius Caesar,Julius Caesar,1969,Alan Bridges,TV,UK,Yes,,,,,No,0
174,Julius Caesar,Julius Caesar,1970,Stuart Burge,Film,UK,Yes,6.1,,,https://www.imdb.com/title/tt0065922/?ref_=nv_sr_srsg_0_tt_2_nm_5_q_Julius%2520ceasar%25201970,No,1900
175,"Julius Caesar
(BBC Television Shakespeare)",Julius Caesar,1979,Herbert Wise,TV,UK,Yes,7.4,,,https://www.imdb.com/title/tt0079378/?ref_=ttep_ep4,No,253
176,"Julius Caesar
(Shakespeare: The Animated Tales)",Julius Caesar,1994,Yuri Kulakov,TV,Russia,Yes,8.4,,,https://www.imdb.com/title/tt0773247/?ref_=ttep_ep4,No,64
177,Julius Caesar,Julius Caesar,2012,Gregory Doran,TV,UK,Yes,5.9,,,https://www.imdb.com/title/tt2363237/?ref_=nv_sr_srsg_0_tt_2_nm_0_q_julias%2520ceasar%25202012,No,223
178,Julius Caesar,Julius Caesar,2018,Angus Jackson,TV,UK,Yes,,,,,No,0
179,Julius Caesar,Julius Caesar,2018,Phyllida Lloyd,TV,UK,Yes,,,,,No,0
180,"King Lear
(Italian: Re Lear)",King Lear,1910,Gerolamo Lo Savio,Silent,Italy,Yes,6,,,https://www.imdb.com/title/tt0001378/?ref_=nv_sr_srsg_0_tt_2_nm_0_q_king%2520lear%25201910,No,223
181,King Lear,King Lear,1916,Ernest C. Warde,Silent,US,Yes,5.4,,,https://www.imdb.com/title/tt0006895/?ref_=nv_sr_srsg_0_tt_3_nm_0_q_king%2520lear%25201916,No,97
182,"Gunasundari Katha
(Telugu: గుణసుందరి కథ)",King Lear,1949,K. V. Reddy,Film,India,No,8.3,,,https://www.imdb.com/title/tt0266605/?ref_=nv_sr_srsg_0_tt_7_nm_1_q_kunasundari,No,39
183,King Lear,King Lear,1953,"Peter Brook
Andrew McCullough",TV,US,Yes,6.9,,,https://www.imdb.com/title/tt0045960/?ref_=fn_al_tt_1,No,188
184,King Lear,King Lear,1971,Peter Brook,Film,UK,Yes,,,,,No,0
185,"King Lear
(Russian: Король Лир, romanized: Korol Lir)",King Lear,1971,Grigori Kozintsev,Film,USSR,Yes,,,,,No,0
186,"King Lear
(Great Performances)",King Lear,1974,Edwin Sherin,TV,US,Yes,,,,,No,0
187,King Lear,King Lear,1974,Tony Davenall,TV,UK,Yes,5.8,,,https://www.imdb.com/title/tt0376708/?ref_=nv_sr_srsg_0_tt_2_nm_0_q_king%2520lear%25201974,No,84
188,"King Lear
(BBC Television Shakespeare)",King Lear,1982,Jonathan Miller,TV,UK,Yes,,,,,No,0
189,King Lear,King Lear,1983,Michael Elliot,TV,UK,Yes,7.6,,,https://www.imdb.com/title/tt0087561/?ref_=nv_sr_srsg_0_tt_4_nm_0_q_king%2520lear%25201983,No,853
190,"Ran
(Japanese: 乱, lit. 'Chaos)'",King Lear,1985,Akira Kurosawa (Japanese: 黒澤 明),Film,Japan,No,8.2,19000000," $ 11,000,000.00 ",https://www.imdb.com/title/tt0089881/,No,133000
191,King Lear,King Lear,1987,Jean-Luc Godard,Film,US,No,5.5,61821," $ 1,000,000.00 ",https://www.imdb.com/title/tt0093349/?ref_=nv_sr_srsg_0_tt_6_nm_0_q_king%2520lear%25201987,Yes,1500
192,"Gypsy Lore
(Hungarian: Romani kris - Cigánytörvény)[71]",King Lear,1997,Bence Gyöngyössy,Film,Hungary,No,7.2,,,https://www.imdb.com/title/tt0129345/?ref_=nv_sr_srsg_0_tt_7_nm_1_q_gypsy%2520lore,Yes,74
193,A Thousand Acres,King Lear,1997,Jocelyn Moorhouse,Film,US,No,6.1,7900000," $ 28,000,000.00 ",https://www.imdb.com/title/tt0120323/?ref_=nv_sr_srsg_0_tt_4_nm_0_q_a%2520thousand%2520acres,Yes,5800
194,King Lear,King Lear,1997,Richard Eyre,TV,UK,Yes,7.5,,,https://www.imdb.com/title/tt0148376/,No,284
195,King Lear,King Lear,1999,Brian Blessed,Film,UK,Yes,6.1,,,https://www.imdb.com/title/tt0302691/?ref_=nv_sr_srsg_0_tt_3_nm_0_q_king%2520lear%25201999,No,98
196,The Tragedy of King Lear,King Lear,2000,,Screenplay,UK,Yes,,,,,No,0
197,King of Texas,King Lear,2002,Uli Edel,TV,US,No,6.3,,,https://www.imdb.com/title/tt0282659/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_king%2520of%2520texas,Yes,735
198,King Lear,King Lear,2008,Trevor Nunn,TV,UK,Yes,7.5,,,https://www.imdb.com/title/tt2049483/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_king%2520lear%25202008,No,644
199,King Lear,King Lear,2018,Richard Eyre,TV,UK,Yes,6.2,,,https://www.imdb.com/title/tt7473890/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_king%2520lear%25202018,Yes,4200
200,Macbeth,Macbeth,1908,J. Stuart Blackton,Silent,US,Yes,5.3,,,https://www.imdb.com/title/tt0000717/?ref_=nv_sr_srsg_0_tt_1_nm_0_q_macbeth%25201908,No,20
201,Macbeth,Macbeth,1909,André Calmettes,Silent,France,Yes,3.1,,,https://www.imdb.com/title/tt0001299/?ref_=nv_sr_srsg_0_tt_2_nm_0_q_macbeth%25201909,No,16
202,Macbeth,Macbeth,1909,Mario Caserini,Silent,Italy,Yes,4,,,https://www.imdb.com/title/tt0000950/?ref_=nv_sr_srsg_1_tt_2_nm_0_q_macbeth%25201909,No,16
203,Macbeth,Macbeth,1911,Will Barker,Silent,UK,Yes,,,,,No,0
204,Macbeth,Macbeth,1913,Arthur Bourchier,Silent,Germany,Yes,,,,,No,0
205,Macbeth,Macbeth,1915,Charles le Bargy,Silent,France,Yes,,,,,No,0
206,Macbeth,Macbeth,1916,John Emerson,Silent,US,Yes,6.5,,,https://www.imdb.com/title/tt0006995/?ref_=nv_sr_srsg_0_tt_1_nm_0_q_Macbeth%25201916,No,33
207,The Real Thing at Last,Macbeth,1916,"L. C. MacBean
J. M. Barrie",Silent,UK,No,6.3,,,https://www.imdb.com/title/tt0007250/?ref_=nv_sr_srsg_0_tt_7_nm_1_q_The%2520real%2520thing%2520at%2520last,Yes,8
208,Macbeth,Macbeth,1922,H. B. Parkinson,Silent,UK,Yes,,,,,No,0
209,Macbeth,Macbeth,1948,Orson Welles,Film,US,Yes,7.4,," $ 900,000.00 ",https://www.imdb.com/title/tt0040558/,No,7700
210,Macbeth,Macbeth,1950,Laurence Olivier,Film,,Yes,,,,,No,0
211,"Marmayogi
(Tamil: மர்மயோகி, lit. 'The Mysterious Sage, Hindi: एक था राजा, romanized: Ek Tha Raja, lit. 'Once There Was A King')'",Macbeth,1951,K. Ramnoth,Film,India,No,7.8,,,https://www.imdb.com/title/tt0260168/,No,23
212,"Macbeth
(Hallmark Hall of Fame)",Macbeth,1954,George Schaefer,TV,US,Yes,,,,,No,0
213,Joe MacBeth,Macbeth,1955,Ken Hughes,Film,UK,No,6.3,,,https://www.imdb.com/title/tt0048230/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_joe%2520macbeth,Yes,271
214,"Throne of Blood
(Japanese: 蜘蛛巣城, romanized: Kumonosu-jō, lit. 'Spider Web Castle)'",Macbeth,1957,Akira Kurosawa,Film,Japan,No,8.1,46808," $ 350,000.00 ",https://www.imdb.com/title/tt0050613/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_throne%2520of%2520bloood,No,55000
215,Macbeth,Macbeth,1960,George Schaefer,TV,US,Yes,8.4,,,https://www.imdb.com/title/tt0055112/?ref_=nv_sr_srsg_0_tt_4_nm_0_q_macbeth%25201960,No,66
216,Macbeth,Macbeth,1960,William Sterling,TV,Australia,Yes,,,,,No,0
217,Macbeth,Macbeth,1961,Paul Almond,TV,Canada,Yes,5.9,,,https://www.imdb.com/title/tt0400618/?ref_=nv_sr_srsg_0_tt_1_nm_0_q_macbeth%25201961,No,202
218,Macbeth,Macbeth,1965,Alan Burke,TV,Australia,Yes,,,,,No,0
219,"Macbeth
(Play of the Month)",Macbeth,1970,John Gorrie,TV,UK,Yes,5.4,,,https://www.imdb.com/title/tt0066028/?ref_=ttep_ep1,No,14
220,Macbeth,Macbeth,1971,Roman Polanski,Film,US,Yes,7.4,1000000," $ 2,400,000.00 ",https://www.imdb.com/title/tt0067372/?ref_=nv_sr_srsg_0_tt_3_nm_0_q_macbeth%25201971,No,15000
221,Macbeth,Macbeth,1978,"Philip Casson (TV)
Trevor Nunn (stage)",TV,UK,Yes,7.6,,,https://www.imdb.com/title/tt0079499/,No,895
222,"Macbeth
(The Shakespeare Collection)",Macbeth,1981,Arthur Allan Seidelman,Video,US,Yes,,,,,No,0
223,Macbeth,Macbeth,1982,Béla Tarr,TV,Hungary,Yes,6.4,,,https://www.imdb.com/title/tt0292081/?ref_=nv_sr_srsg_0_tt_2_nm_0_q_macbeth%25201982,No,379
224,"Macbeth
(BBC Television Shakespeare)",Macbeth,1983,Jack Gold,TV,UK,Yes,,,,,No,0
225,Macbeth,Macbeth,1987,Claude d'Anna,Film,France,Yes,7.3,,,https://www.imdb.com/title/tt0093461/?ref_=nv_sr_srsg_1_tt_3_nm_0_q_macbeth%25201987,No,54
226,Men of Respect,Macbeth,1990,William C. Reilly,Film,US,No,5.5,139155,,,Yes,934
227,"Macbeth
(Shakespeare: The Animated Tales)",Macbeth,1992,Nicolai Serebryakov,TV,Russian,Yes,7.6,,,https://www.imdb.com/title/tt0104784/?ref_=ttep_ep3,No,102
228,Macbeth,Macbeth,1997,Jeremy Freeston,TV,UK,Yes,5.1,,,https://www.imdb.com/title/tt0119591/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_macbeth%25201997,No,252
229,Macbeth on the Estate,Macbeth,1997,Penny Woolcock,TV,UK,Yes,7.7,,,https://www.imdb.com/title/tt0289295/,Yes,104
230,Macbeth,Macbeth,1998,Michael Bogdanov,TV,UK,Yes,5.9,,,https://www.imdb.com/title/tt0137927/?ref_=nv_sr_srsg_0_tt_3_nm_0_q_macbeth%25201998,No,167
231,Makibefo,Macbeth,1999,Alexander Abela,Film,Madacascar,No,7.4,,,https://www.imdb.com/title/tt0276313/?ref_=nv_sr_srsg_0_tt_6_nm_2_q_makibefo,Yes,31
232,Macbeth,Macbeth,2001,Greg Doran,TV,UK,Yes,7.4,,,https://www.imdb.com/title/tt0814203/?ref_=nv_sr_srsg_0_tt_5_nm_0_q_macbeth%25202001,No,92
233,Rave Macbeth,Macbeth,2001,Michael Rosenbaum,Film,Germany,No,4.7,,,https://www.imdb.com/title/tt0251364/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_rave%2520macbeth,Yes,162
234,"Scotland, PA",Macbeth,2001,William Morrissette,Film,US,No,6.6,,,https://www.imdb.com/title/tt0265713/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_scotland%252C%2520pa,Yes,4700
235,"Maqbool
(Hindi: मक़बूल Urdu: مقبُول)",Macbeth,2003,Vishal Bhardwaj,Film,India,No,8,,,https://www.imdb.com/title/tt0379370/?ref_=nv_sr_srsg_0_tt_1_nm_7_q_maqbool,Yes,12000
236,"Macbeth
(ShakespeaRe-Told)",Macbeth,2005,Mark Brozel,TV,UK,Yes,7.2,,,https://www.imdb.com/title/tt0453514/?ref_=ttep_ep2,Yes,1100
237,Macbeth,Macbeth,2006,Geoffrey Wright,Film,Australia,Yes,4.6,232900,,https://www.imdb.com/title/tt0434541/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_macbeth%25202006,No,14
238,Macbeth,Macbeth,2009,,TV,South Africa,,,,,,,0
239,Macbeth,Macbeth,2010,Rupert Goold,TV,UK,Yes,7.5,,,https://www.imdb.com/title/tt1570337/,Yes,1200
240,"Shakespeare Must Die
(Thai: เชคสเปียร์ต้องตาย)",Macbeth,2012,Ing Kanjanavanit,Film,Thailand,No,7.6,,,https://www.imdb.com/title/tt2347495/?ref_=nv_sr_srsg_0_tt_1_nm_0_q_shakespeare%2520must%2520die,Yes,14
241,Macbeth,Macbeth,2015,Justin Kurzel,Film,UK,Yes,6.6,16300000," $ 20,000,000.00 ",,No,59000
242,Thane of East County,Macbeth,2015,Jesse Keller,Film,US,No,6.6,," $ 65,000.00 ",https://www.imdb.com/title/tt3856302/?ref_=nv_sr_srsg_0_tt_7_nm_1_q_thane%2520of%2520east%2520,Yes,27
243,"Veeram
(Malayalam: വീരം, lit. 'Valour)'",Macbeth,2016,Jayaraj,Film,India,No,6.3,," $ 2,398,882.00 ",https://www.imdb.com/title/tt5886216/?ref_=nv_sr_srsg_2_tt_7_nm_1_q_veeram,No,292
244,Joji,Macbeth,2021,Dileesh Pothan,Film,India,No,7.8,,,https://www.imdb.com/title/tt13206926/?ref_=nv_sr_srsg_3_tt_1_nm_7_q_Joji,Yes,11000
245,Mandaar,Macbeth,2021,Anirban Bhattacharya,TV,India,No,7.6,,,https://www.imdb.com/title/tt15516072/?ref_=nv_sr_srsg_1_tt_6_nm_1_q_mandaar,Yes,1600
246,The Tragedy of Macbeth,Macbeth,2021,Joel Coen,Film,US,Yes,7.1,524779,,https://www.imdb.com/title/tt10095582/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520tragedy%2520of%2520,No,38000
247,Otello,Othello,1906,"Mario Caserini
Gaston Velle",Silent,Italy,Yes,4.3,,,,No,20
248,Othello,Othello,1922,Dimitri Buchowetzki,Silent,Germany,Yes,6.4,,,https://www.imdb.com/title/tt0013469/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_othello%25201922,No,289
249,Othello,Othello,1946,David MacKane,Film,UK,Yes,4.4,,,,No,10
250,A Double Life,Othello,1947,George Cukor,Film,US,No,7,1700000,,https://www.imdb.com/title/tt0039335/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_a%2520double%2520life,Yes,3800
251,Othello,Othello,1951,Orson Welles,Film,Italy,Yes,7.5,,,https://www.imdb.com/title/tt0045251/?ref_=nv_sr_srsg_0_tt_3_nm_4_q_Othello%2520orson,No,9300
252,"Othello
(Russian: Отелло)",Othello,1956,Sergei Yutkevich,Film,USSR,Yes,7.2,,,https://www.imdb.com/title/tt0048455/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_othello%25201956,No,338
253,Jubal,Othello,1956,Delmer Daves,Film,US,No,7.1,1800000,,https://www.imdb.com/title/tt0048233/?ref_=nv_sr_srsg_0_tt_2_nm_6_q_jubal,Yes,4300
254,All Night Long,Othello,1962,Basil Dearden,Film,UK,Yes,7,,,https://www.imdb.com/title/tt0054614/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_all%2520night%2520long%25201962,No,1500
255,Othello,Othello,1965,Stuart Burge,Film,UK,Yes,7,,,https://www.imdb.com/title/tt0059555/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_othello%25201965,No,1600
256,Othello,Othello,1965,Patrick Barton,TV,Australia,Yes,,,,,No,0
257,Othello-67,Othello,1967,Fyodor Khitruk,Film,USSR,No,,,,,Yes,0
258,Catch My Soul,Othello,1974,Patrick McGoohan,Film,US,Yes,5.9,,,https://www.imdb.com/title/tt0071289/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_catch%2520my%2520soul,Yes,90
259,"Othello
(BBC Television Shakespeare)",Othello,1981,Jonathan Miller,TV,UK,Yes,,,,,,0
260,Othello,Othello,1990,Trevor Nunn,TV,UK,Yes,8.3,,,https://www.imdb.com/title/tt0357995/,No,188
261,"Othello
(Shakespeare: The Animated Tales)",Othello,1994,Nicolai Serebryakov,TV,UK,Yes,7.5,,,https://www.imdb.com/title/tt0762490/?ref_=ttep_ep6,No,43
262,Othello,Othello,1995,Oliver Parker,Film,US,Yes,6.8,2800000," $ 11,000,000.00 ",https://www.imdb.com/title/tt0114057/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_othello%25201995,No,10000
263,"Kaliyattam
(Malayalam: കളിയാട്ടം, lit. 'The Play of God)'",Othello,1997,Jayaraaj,Film,India,No,7.8,,,https://www.imdb.com/title/tt0199669/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_Kaliyattam,No,315
264,O,Othello,2001,Tim Blake Nelson,Film,US,No,6.1,19200000," $ 5,000,000.00 ",https://www.imdb.com/title/tt0184791/?ref_=nm_flmg_t_7_dr,Yes,22000
265,Othello,Othello,2001,Geoffrey Sax,TV,UK,No,7.4,,,https://www.imdb.com/title/tt0275577/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_othello%25202001,Yes,655
266,Souli,Othello,2004,Alexander Abela,Film,Madacascar,No,6.5,,,https://www.imdb.com/title/tt0376205/?ref_=nv_sr_srsg_1_tt_2_nm_6_q_souli,Yes,25
267,"Omkara
(Hindi: ओमकारा, Urdu: امکارا)",Othello,2006,Vishal Bhardwaj,Film,India,No,8,5034141,,https://www.imdb.com/title/tt0488414/?ref_=nv_sr_srsg_0_tt_5_nm_3_q_omkara,Yes,22000
268,"Jarum Halus
(Malay: Jarum Halus, lit. 'Fine Needle')",Othello,2008,Mark Tan,Film,Malaysia,No,,," $ 40,000.00 ",,Yes,0
269,Iago,Othello,2009,Volfango De Biasi,Film,Italy,No,4.1,,,https://www.imdb.com/title/tt1322323/?ref_=nv_sr_srsg_4_tt_4_nm_4_q_iago,Yes,268
270,"Hrid Majharey
(Bengali: হৃদ্‌ মাঝারে, lit. 'Live in my Heart)'",Othello,2014,Ranjan Ghosh,Film,India,No,6.4,,,https://www.imdb.com/title/tt3867556/?ref_=nv_sr_srsg_7_tt_4_nm_4_q_hrid,Yes,234
271,Chocolat,Othello,2016,Roschdy Zem,Film,France,No,7,15300000," $ 21,000,000.00 ",https://www.imdb.com/title/tt4400038/?ref_=nv_sr_srsg_5_tt_6_nm_2_q_chocolat,Yes,8000
272,"Romeo and Juliet
(French: Roméo et Juliette)",Romeo and Juliet,1900,Clément Maurice,Film,France,Yes,,,,,No,0
273,Romeo and Juliet,Romeo and Juliet,1908,J. Stuart Blackton,Silent,US,Yes,,,,,No,0
274,Romeo and Juliet,Romeo and Juliet,1916,"John W. Noble
Francis X. Bushman",Silent,US,Yes,7.3,,,https://www.imdb.com/title/tt0007272/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_romeo%2520and%2520juliet%25201916,No,29
275,Romeo and Juliet,Romeo and Juliet,1916,J. Gordon Edwards,Silent,US,Yes,6.4,,,https://www.imdb.com/title/tt0007271/?ref_=nv_sr_srsg_3_tt_8_nm_0_q_romeo%2520and%2520juliet%25201916,No,20
276,Romeo and Juliet,Romeo and Juliet,1936,George Cukor,Film,US,Yes,6.5,2075000," $ 2,000,000.00 ",https://www.imdb.com/title/tt0028203/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_romeo%2520and%2520juliet%25201936,No,2200
277,"Romeo and Juliet
(Spanish: Julieta y Romeo)",Romeo and Juliet,1940,José María Castellví,Film,Spain,Yes,,,,,No,0
